,Posizione,Interprete,Canzone,Anno,Autori,Posizione_numerica,Stato,Artista_spotify,Popolarità,Anno_ultimo_rilascio,Presentatore,Sede,Partecipanti,,,
1496,2º,Fiorella Mannoia,Che sia benedetta,2017,Amara e S. Mineo,2,Finalista,Fiorella Mannoia,51,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1497,3º,Ermal Meta,Vietato morire,2017,E. Meta,3,Finalista,Ermal Meta,53,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1498,4º,Michele Bravi,Il diario degli errori,2017,"Cheope, F. Abbate e G. Anastasi",4,Finalista,Michele Bravi,57,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1499,5º,Paola Turci,Fatti bella per te,2017,"G. Anania, L. Chiaravalli, D. Simonetta e P. Turci",5,Finalista,Paola Turci,35,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1500,6º,Sergio Sylvestre,Con te,2017,"Giorgia Todrani, S. Sylvestre e S. Maiuolo",6,Finalista,Andrea Bocelli,50,1995,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1501,7º,Fabrizio Moro,Portami via,2017,F. Mobrici e R. Cardelli,7,Finalista,Fabrizio Moro,56,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1502,8º,Elodie,Tutta colpa mia,2017,"E. Marrone, O. Angiuli, G. Pollex e F. Cianciola",8,Finalista,Elodie,55,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1503,9º,Bianca Atzei,Ora esisti solo tu,2017,F. Silvestre,9,Finalista,Bianca Atzei,41,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1504,10º,Samuel,Vedrai,2017,"Samuel, C. Rigano e R. Onori",10,Finalista,Nino D'Angelo,38,2018,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1505,11º,Michele Zarrillo,Mani nelle mani,2017,M. Zarrillo e G. Artegiani,11,Finalista,Michele Zarrillo,35,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1506,12º,Lodovica Comello,Il cielo non mi basta,2017,"A. Di Martino, F. Abbate, D. Faini e F. Ferraguzzo",12,Finalista,Lodovica Comello,26,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1507,13º,Marco Masini,Spostato di un secondo,2017,"M. Masini, Zibba e D. Calvetti",13,Finalista,Marco Masini,33,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1508,14º,Chiara,Nessun posto è casa mia,2017,N. Verrienti e C. Verrienti,14,Finalista,Chiara Galiazzo,40,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1509,15º,Alessio Bernabei,Nel mezzo di un applauso,2017,"R. Casalino, Dardust e V. Casagrande",15,Finalista,Alessio Bernabei,29,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1510,16º,Clementino,Ragazzi fuori,2017,"C. Maccaro, F. Rizzo, P. M. Lombroni Capalbo e S. Tognini",16,Finalista,RATA,24,2024,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1511,NF,Al Bano,Di rose e di spine,2017,"M. Fabrizio, A. Carrisi e K. Astarita",,Non Finalista,Al Bano,22,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1512,NF,Gigi D'Alessio,La prima stella,2017,G. D'Alessio,,Non Finalista,Gigi D'Alessio,26,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1513,NF,Giusy Ferreri,Fa talmente male,2017,"R. Casalino, Takagi, Ketra e P. Catalano",,Non Finalista,Giusy Ferreri,30,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1514,NF,Ron,L'ottava meraviglia,2017,"M. Del Forno, Ron, E. Mangia e F. Caprara",,Non Finalista,Mostro,43,2015,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1515,NF,Nesli & Alice Paba,Do retta a te,2017,Nesli e Brando,,Non Finalista,Nesli,20,2017,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1516,NF,Raige e Giulia Luzi,Togliamoci la voglia,2017,"L. Chiaravalli, A. Iammarino, A. Vella e Zibba",,Non Finalista,Raige,0,2024,Carlo Conti (conduttore televisivo),Teatro Ariston,30,,,
1517,1º,Ermal Meta e Fabrizio Moro,Non mi avete fatto niente,2018,"E. Meta, F. Mobrici e A. Febo",1,Vincitore,,,,Claudio Baglioni,Teatro Ariston,28,,,
1518,2º,Lo Stato Sociale,Una vita in vacanza,2018,"A. Cazzola, F. Draicchio, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli",2,Finalista,Lo Stato Sociale,55,2018,Claudio Baglioni,Teatro Ariston,28,,,
1519,3º,Annalisa,Il mondo prima di te,2018,"Annalisa, D. Simonetta e A. Raina",3,Finalista,Annalisa,53,2018,Claudio Baglioni,Teatro Ariston,28,,,
1520,4º,Ron,Almeno pensami,2018,L. Dalla,4,Finalista,Ron,27,2018,Claudio Baglioni,Teatro Ariston,28,,,
1521,5º,Ornella Vanoni con Bungaro e Pacifico,Imparare ad amarsi,2018,"Bungaro, Pacifico, C. Chiodo e A. Fresa",5,Finalista,"Ornella Vanoni, Bungaro, Pacifico",35,2018,Claudio Baglioni,Teatro Ariston,28,,,
1522,6°,Max Gazzè,La leggenda di Cristalda e Pizzomunno,2018,"F. Gazzè, M. Gazzè e F. De Benedittis",6,Finalista,Max Gazzè,40,2018,Claudio Baglioni,Teatro Ariston,28,,,
1523,7º,Luca Barbarossa,Passame er sale,2018,L. Barbarossa,7,Finalista,Luca Barbarossa,29,2018,Claudio Baglioni,Teatro Ariston,28,,,
1524,8º,Diodato e Roy Paci,Adesso,2018,A. Diodato,8,Finalista,Gemitaiz,55,2022,Claudio Baglioni,Teatro Ariston,28,,,
1525,9º,The Kolors,"Frida (mai, mai, mai)",2018,"D. Petrella, Dardust, A. Raina e Stash",9,Finalista,The Kolors,42,2018,Claudio Baglioni,Teatro Ariston,28,,,
1526,10º,Giovanni Caccamo,Eterno,2018,G. Caccamo e Cheope,10,Finalista,Giovanni Caccamo,35,2018,Claudio Baglioni,Teatro Ariston,28,,,
1527,11º,Le Vibrazioni,Così sbagliato,2018,"F. Sarcina, L. Chiaravalli, A. Bonomo e D. Simonetta",11,Finalista,Le Vibrazioni,46,2018,Claudio Baglioni,Teatro Ariston,28,,,
1528,12º,Enzo Avitabile con Peppe Servillo,Il coraggio di ogni giorno,2018,V. Avitabile e Pacifico,12,Finalista,Ellie Cottino,5,2022,Claudio Baglioni,Teatro Ariston,28,,,
1529,13º,Renzo Rubino,Custodire,2018,R. Rubino,13,Finalista,Renzo Rubino,14,2017,Claudio Baglioni,Teatro Ariston,28,,,
1530,14º,Noemi,Non smettere mai di cercarmi,2018,"M. Pelan, Noemi, D. Calvetti e F. De Martino",14,Finalista,Noemi,32,2018,Claudio Baglioni,Teatro Ariston,28,,,
1531,15º,Red Canzian,Ognuno ha il suo racconto,2018,M. Porru e R. Canzian,15,Finalista,Red Canzian,16,2018,Claudio Baglioni,Teatro Ariston,28,,,
1532,16º,Decibel,Lettera dal Duca,2018,"E. Ruggeri, F. Muzio e S. Capeccia",16,Finalista,Decibel,17,2018,Claudio Baglioni,Teatro Ariston,28,,,
1533,17º,Nina Zilli,Senza appartenere,2018,"G. Angi, A. Iammarino e N. Zilli",17,Finalista,Nina Zilli,24,2018,Claudio Baglioni,Teatro Ariston,28,,,
1534,18º,Roby Facchinetti e Riccardo Fogli,Il segreto del tempo,2018,Pacifico e R. Facchinetti,18,Finalista,Roby Facchinetti,17,2018,Claudio Baglioni,Teatro Ariston,28,,,
1535,19º,Mario Biondi,Rivederti,2018,"M. Biondi, G. Furnari e D. Fisicaro",19,Finalista,Claudio Villa,0,2021,Claudio Baglioni,Teatro Ariston,28,,,
1536,20º,Elio e le Storie Tese,Arrivedorci,2018,"S. Belisari, S. Conforti, D. Civaschi e N. Fasani",20,Finalista,Elio e le Storie Tese,26,2018,Claudio Baglioni,Teatro Ariston,28,,,
1537,1º,Mahmood,Soldi,2019,Mahmood,1,Vincitore,,,,Claudio Baglioni,Teatro Ariston,24,,,
1538,2º,Ultimo,I tuoi particolari,2019,Ultimo,2,Finalista,Ultimo,64,2019,Claudio Baglioni,Teatro Ariston,24,,,
1539,3º,Il Volo,Musica che resta,2019,"G. Nannini, E. Munda, P. Romitelli, P. Mammaro e A. Carozza",3,Finalista,Il Volo,33,2019,Claudio Baglioni,Teatro Ariston,24,,,
1540,4º,Loredana Bertè,Cosa ti aspetti da me,2019,"G. Curreri, G. Pulli e P. Romitelli",4,Finalista,Loredana Bertè,46,2019,Claudio Baglioni,Teatro Ariston,24,,,
1541,5º,Simone Cristicchi,Abbi cura di me,2019,"S. Cristicchi, N. Brunialti e G. Ortenzi",5,Finalista,Simone Cristicchi,36,2019,Claudio Baglioni,Teatro Ariston,24,,,
1542,6º,Daniele Silvestri,Argentovivo,2019,"D. Silvestri, T. Iurcich, F. Rondanini e M. Agnelli",6,Finalista,Daniele Silvestri,35,2019,Claudio Baglioni,Teatro Ariston,24,,,
1543,7º,Irama,La ragazza con il cuore di latta,2019,"Irama, G. Colonnelli, A. Debernardi e G. Nenna",7,Finalista,Irama,55,2019,Claudio Baglioni,Teatro Ariston,24,,,
1544,8º,Arisa,Mi sento bene,2019,"M. Buzzanca, L. Vizzini, R. Pippa e A. Flora",8,Finalista,Salmo,48,2021,Claudio Baglioni,Teatro Ariston,24,,,
1545,9º,Achille Lauro,Rolls Royce,2019,"A. Lauro, D. Petrella, D. Dezi, D. Mungai e Boss Doms",9,Finalista,Achille Lauro,53,2020,Claudio Baglioni,Teatro Ariston,24,,,
1546,10º,Enrico Nigiotti,Nonno Hollywood,2019,E. Nigiotti,10,Finalista,Enrico Nigiotti,54,2019,Claudio Baglioni,Teatro Ariston,24,,,
1547,11º,Boomdabash,Per un milione,2019,"F. Abbate, R. Pagliarulo, A. Rapetti, A. Cisternino, A. Merli e F. Clemente",11,Finalista,Boomdabash,62,2019,Claudio Baglioni,Teatro Ariston,24,,,
1548,12º,Ghemon,Rose viola,2019,Ghemon e Zef,12,Finalista,Ghemon,41,2019,Claudio Baglioni,Teatro Ariston,24,,,
1549,13º,Ex-Otago,Solo una canzone,2019,"M. Carucci, S. Bertuccini, F. Bacci, O. Martellacci e R. Bouchabla",13,Finalista,Ex-Otago,44,2019,Claudio Baglioni,Teatro Ariston,24,,,
1550,14º,Motta,Dov'è l'Italia,2019,F. Motta,14,Finalista,Motta,27,2019,Claudio Baglioni,Teatro Ariston,24,,,
1551,15º,Francesco Renga,Aspetto che torni,2019,"Bungaro, F. Renga, C. Chiodo, Rakele e G. Runco",15,Finalista,Francesco Renga,26,2019,Claudio Baglioni,Teatro Ariston,24,,,
1552,16º,Paola Turci,L'ultimo ostacolo,2019,"P. Turci, L. Chiaravalli, S. Marletta ed E. Roberts",16,Finalista,Paola Turci,26,2019,Claudio Baglioni,Teatro Ariston,24,,,
1553,17º,The Zen Circus,L'amore è una dittatura,2019,"A. Appino, G. P. Cuccuru e M. Schiavelli",17,Finalista,The Zen Circus,33,2019,Claudio Baglioni,Teatro Ariston,24,,,
1554,18º,Federica Carta e Shade,Senza farlo apposta,2019,"Shade, J. Ettorre, Jaro",18,Finalista,Shade,48,2019,Claudio Baglioni,Teatro Ariston,24,,,
1555,19º,Nek,Mi farò trovare pronto,2019,"Nek, P. Antonacci e L. Chiaravalli",19,Finalista,Nek,24,2019,Claudio Baglioni,Teatro Ariston,24,,,
1556,20º,Negrita,I ragazzi stanno bene,2019,"P. Bruni, C. Petricich, E. Salvi, F. Barbacci, L. Cilembrini e G. Gagliano",20,Finalista,Negrita,31,2019,Claudio Baglioni,Teatro Ariston,24,,,
1557,21º,Patty Pravo con Briga,Un po' come la vita,2019,"M. Rettani, D. Calvetti, Zibba, Briga e L. Leonori",21,Finalista,Patty Pravo,23,2019,Claudio Baglioni,Teatro Ariston,24,,,
1558,22º,Anna Tatangelo,Le nostre anime di notte,2019,L. Vizzini,22,Finalista,Anna Tatangelo,22,2019,Claudio Baglioni,Teatro Ariston,24,,,
1559,23º,Einar,Parole nuove,2019,"A. Maiello, E. Palmosi e N. Marotta",23,Finalista,Matteo Branciamore,39,2010,Claudio Baglioni,Teatro Ariston,24,,,
1560,24º,Nino D'Angelo e Livio Cori,Un'altra luce,2019,"L. Cori, N. D'Angelo, F. Fogliano, M. Dagani, G. Fracchiolla",24,Finalista,Nino D'Angelo,26,2019,Claudio Baglioni,Teatro Ariston,24,,,
1561,1º,Diodato,Fai rumore,2020,Diodato e E. Roberts,1,Vincitore,,,,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1562,2º,Francesco Gabbani,Viceversa,2020,F. Gabbani e Pacifico,2,Finalista,Francesco Gabbani,62,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1563,3º,Pinguini Tattici Nucleari,Ringo Starr,2020,R. Zanotti,3,Finalista,Pinguini Tattici Nucleari,65,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1564,4º,Le Vibrazioni,Dov'è,2020,"R. Casalino, D. Simonetta e F. Sarcina",4,Finalista,Le Vibrazioni,54,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1565,5º,Piero Pelù,Gigante,2020,P. Pelù e L. Chiaravalli,5,Finalista,Piero Pelù,39,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1566,6º,Tosca,Ho amato tutto,2020,P. Cantarelli,6,Finalista,Tosca,33,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1567,7º,Elodie,Andromeda,2020,Mahmood e Dardust,7,Finalista,Elodie,51,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1568,8º,Achille Lauro,Me ne frego,2020,"A. Lauro, D. Petrella, D. Dezi, D. Mungai, M. Ciceroni ed E. Manozzi",8,Finalista,Achille Lauro,51,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1569,9º,Irene Grandi,Finalmente io,2020,"V. Rossi, R. Casini, A. Righi e G. Curreri",9,Finalista,Irene Grandi,34,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1570,10º,Rancore,Eden,2020,Rancore e Dardust,10,Finalista,Rancore,41,2022,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1571,11º,Raphael Gualazzi,Carioca,2020,"R. Gualazzi, D. Petrella e D. Pavanello",11,Finalista,Izi,43,2019,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1572,12º,Levante,Tikibombom,2020,Levante,12,Finalista,Levante,50,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1573,13º,Anastasio,Rosso di rabbia,2020,"Anastasio, L. Serventi, M. Azara e S. Tartaglini",13,Finalista,Anastasio,33,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1574,14º,Alberto Urso,Il sole ad est,2020,P. Romitelli e G. Pulli,14,Finalista,Alberto Urso,29,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1575,15º,Marco Masini,Il confronto,2020,"M. Masini, F. Camba e D. Coro",15,Finalista,Marco Masini,39,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1576,16º,Paolo Jannacci,Voglio parlarti adesso,2020,"A. Bonomo, P. Jannacci, E. Bassi e M. Bassi",16,Finalista,Paolo Jannacci,20,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1577,17º,Rita Pavone,Niente (Resilienza 74),2020,G. Merk,17,Finalista,Rita Pavone,24,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1578,18º,Michele Zarrillo,Nell'estasi o nel fango,2020,V. Parisse e M. Zarrillo,18,Finalista,Michele Zarrillo,26,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1579,19º,Enrico Nigiotti,Baciami adesso,2020,E. Nigiotti,19,Finalista,Enrico Nigiotti,52,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1580,20º,Giordana Angi,Come mia madre,2020,G. Angi e M. Finotti,20,Finalista,Giordana Angi,25,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1581,21º,Elettra Lamborghini,Musica (e il resto scompare),2020,M. Canova Iorfida e D. Petrella,21,Finalista,Elettra Lamborghini,48,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1582,22º,Junior Cally,No grazie,2020,"J. Cally, J. Ettorre, F. Mercuri, G. Cremona, E. Maimone e L. Grillotti",22,Finalista,Pacman XII,6,2018,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1583,23º,Riki,Lo sappiamo entrambi,2020,R. Marcuzzo e R. Scirè,23,Finalista,RIKI,29,2020,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1584,Esclusi,Bugo e Morgan,Sincero,2020,"Bugo, Morgan, A. Bonomo e S. Bertolotti",,Escluso,Tony Boy,35,2019,Amadeus (conduttore televisivo),Teatro Ariston,32,,,
1585,1º,Måneskin,Zitti e buoni,2021,"D. David, T. Raggi, V. De Angelis e E. Torchio",1,Vincitore,,,,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1586,2º,Francesca Michielin e Fedez,Chiamami per nome,2021,"F. Michielin, Fedez, J. D'Amico, A. Mahmoud, A. Raina e D. Simonetta",2,Finalista,Francesca Michielin,55,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1587,3º,Ermal Meta,Un milione di cose da dirti,2021,E. Meta e R. Cardelli,3,Finalista,Ermal Meta,47,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1588,4º,Colapesce Dimartino,Musica leggerissima,2021,Colapesce e DiMartino,4,Finalista,Colapesce,63,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1589,5º,Irama[20],La genesi del tuo colore,2021,"Irama, Dardust e G. Nenna",5,Finalista,Irama,57,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1590,6º,Willie Peyote,Mai dire mai (la locura),2021,"W. Peyote, C. Cavalieri D'Oro, D. Bestonzo e G. Petrelli",6,Finalista,Willie Peyote,51,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1591,7º,Annalisa,Dieci,2021,"Annalisa, D. Simonetta, P. Antonacci e J. D'Amico",7,Finalista,Annalisa,54,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1592,8º,Madame,Voce,2021,"Madame, Dardust e E. Botta",8,Finalista,Madame,56,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1593,9º,Orietta Berti,Quando ti sei innamorato,2021,"F. Boccia, C. Esposito e M. Rettani",9,Finalista,Orietta Berti,29,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1594,10º,Arisa,Potevi fare di più,2021,G. D'Alessio,10,Finalista,Arisa,42,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1595,11º,La Rappresentante di Lista,Amare,2021,"V. Lucchesi, D. Mangiaracina, Dardust e R. Cammarata",11,Finalista,Ultimo,53,2023,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1596,12º,Extraliscio feat. Davide Toffolo,Bianca luce nera,2021,"M. Mariani, Pacifico e E. Sgarbi",12,Finalista,EXTRALISCIO,25,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1597,13º,Lo Stato Sociale,Combat pop,2021,"A. Cazzola, F. Draicchio, J. Ettorre, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli",13,Finalista,Gabriele Felici,0,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1598,14º,Noemi,Glicine,2021,"Tattroli[22], G. Lubrano, D. Faini e F. Fugazza",14,Finalista,Noemi,46,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1599,15º,Malika Ayane,Ti piaci così,2021,"M. Ayane, Pacifico, A. Flora e R. Rampino",15,Finalista,Malika Ayane,32,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1600,16º,Fulminacci,Santa Marinella,2021,Fulminacci,16,Finalista,Fulminacci,52,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1601,17º,Max Gazzè,Il farmacista,2021,"F. Gazzè, M. Gazzè e F. De Benedittis",17,Finalista,Max Gazzè,32,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1602,18º,Fasma,Parlami,2021,Fasma e L. Zammarano,18,Finalista,Fasma,60,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1603,19º,Gaia,Cuore amaro,2021,"Gaia, J. Ettorre, G. Spedicato e D. Dezi",19,Finalista,Gaia,37,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1604,20º,Coma_Cose,Fiamme negli occhi,2021,"F. Zanardelli, F. Mesiano, F. Dalè e C. Frigerio",20,Finalista,Coma_Cose,58,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1605,21º,Ghemon,Momento perfetto,2021,"Ghemon, S. Privitera, G. Seccia e D. Raciti",21,Finalista,Ghemon,35,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1606,22º,Francesco Renga,Quando trovo te,2021,"F. Renga, R. Casalino e Dardust",22,Finalista,Francesco Renga,32,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1607,23º,Gio Evan,Arnica,2021,G. Evan e F. Catitti,23,Finalista,Gio Evan,38,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1608,24º,Bugo,E invece sì,2021,"Bugo, A. Bonomo e S. Bertolotti",24,Finalista,Bugo,26,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1609,25º,Aiello,Ora,2021,Aiello,25,Finalista,Sfera Ebbasta,62,2023,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1610,26º,Random,Torno a te,2021,Random e Zenit,26,Finalista,Random,31,2021,Amadeus (conduttore televisivo),Teatro Ariston,34,,,
1611,1º,Mahmood e Blanco,Brividi,2022,"Mahmood, Blanco e Michelangelo",1,Vincitore,Mahmood,65,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1612,2º,Elisa,O forse sei tu,2022,Elisa e D. Petrella,2,Finalista,Elisa,59,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1613,3º,Gianni Morandi,Apri tutte le porte,2022,L. Jovanotti e R. Onori,3,Finalista,Gianni Morandi,44,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1614,4º,Irama,Ovunque sarai,2022,"Irama, G. Nenna, Shablo, V. L. Faraone e G. Colonnelli",4,Finalista,Irama,58,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1615,5º,Sangiovanni,Farfalle,2022,"Sangiovanni, A. La Cava e S. Tognini",5,Finalista,sangiovanni,58,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1616,6º,Emma,Ogni volta è così,2022,"D. Petrella, Emma e D. Faini",6,Finalista,Emma,48,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1617,7º,La Rappresentante di Lista,Ciao ciao,2022,"V. Lucchesi, D. Mangiaracina, R. Calabrese, R. Cammarata, C. Drago e S. Privitera",7,Finalista,La rappresentante di lista,57,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1618,8º,Massimo Ranieri,Lettera di là dal mare,2022,F. Ilacqua,8,Finalista,Massimo Ranieri,35,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1619,9º,Dargen D'Amico,Dove si balla,2022,"D. D'Amico, E. Roberts, G. Fazio e A. Bonomo",9,Finalista,Dargen D'Amico,60,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1620,10º,Michele Bravi,Inverno dei fiori,2022,"A. A. Vella, M. Bravi, Cheope, F. Catitti e F. Abbate",10,Finalista,Michele Bravi,49,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1621,11º,Matteo Romano,Virale,2022,"M. Romano, A. La Cava, F. Rossi e D. Faini",11,Finalista,Matteo Romano,53,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1622,12º,Fabrizio Moro,Sei tu,2022,F. Mobrici e R. Cardelli,12,Finalista,Andrew Underberg,61,2024,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1623,13º,AKA 7even,Perfetta così,2022,"AKA 7even, V. Colella, M. E. Kleinschmidt, G. Vizzi e R. L. Patriarca",13,Finalista,Aka 7even,48,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1624,14º,Achille Lauro con Harlem Gospel Choir,Domenica,2022,"A. Lauro, S. P. Manzari, D. Petrella, M. Ciceroni, M. Cutolo e G. Calculli",14,Finalista,Coez,62,2019,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1625,15º,Noemi,Ti amo non lo so dire,2022,"A. La Cava, Mahmood e D. Faini",15,Finalista,Noemi,45,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1626,16º,Ditonellapiaga e Rettore,Chimica,2022,"Ditonellapiaga, Rettore, A. Casagni, B. Ventura, E. Castroni e V. Smordoni",16,Finalista,Donatella Rettore,32,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1627,17º,Rkomi,Insuperabile,2022,"Rkomi, A. La Cava e F. Catitti",17,Finalista,Rkomi,60,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1628,18º,Iva Zanicchi,Voglio amarti,2022,"E. Di Stefano, V. Mercurio, I. Ianne e C. Valli",18,Finalista,,,,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1629,19º,Giovanni Truppi,"Tuo padre, mia madre, Lucia",2022,"G. Truppi, N. Contessa, Pacifico, M. Buccelli e G. Pallotti",19,Finalista,Giovanni Truppi,28,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1630,20º,Highsnob e Hu,Abbi cura di te,2022,"Highsnob, Hu, A. Moroni, F. De Marco e F. Musumeci",20,Finalista,Highsnob,47,2022,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
1631,21º,Yuman,Ora e qui,2022,"T. Di Giulio, F. Cataldo e Yuman",21,Finalista,Gruppo Palude,0,2021,Amadeus (conduttore televisivo),Teatro Ariston,25,,,
